model,dataset,AUPR,FPR@95,sIoU GT,PPV,mean F1
objectomaly_global_maskomaly,AnomalyTrack-validation,89.47856037996186,5.451469577185628,72.67735306017315,23.472536452988045,39.49103692082589
objectomaly_global_maskomaly,ObstacleTrack-validation,75.12291786179513,0.3350750045665876,65.43724441037646,60.659676256435326,65.45716882915548
objectomaly_global_maskomaly_id,AnomalyTrack-validation,88.85409940955657,5.470999718924312,72.64773147986743,22.588575733506776,38.357300276899714
objectomaly_global_maskomaly_id,ObstacleTrack-validation,92.3737222708961,0.30241016383712693,51.64164951905138,89.3515905656279,72.99988453979502
objectomaly_global_maskomaly_ood,AnomalyTrack-validation,88.85409940955657,5.470999718924312,72.64773147986743,22.588575733506776,38.357300276899714
objectomaly_global_maskomaly_ood,ObstacleTrack-validation,92.3737222708961,0.30241016383712693,51.64164951905138,89.3515905656279,72.99988453979502
